Order ID,Seller SKU,Product Name,Quantity,SKU Unit Original Price,Created Time,Order Status,Order Refund Amount,SKU Subtotal After Discount,SKU Seller Discount,Cancelation/Return Type
--- do not read this row ---,,,,,,,,,,
TT000001,DEMO-SKU-001,Demo product 1,1,331000,2026/05/02 00:00:00,Completed,0,331000,0,
TT000001,DEMO-SKU-002,Demo product 2,3,125000,2026/05/02 00:00:00,Completed,0,375000,0,
TT000001,DEMO-SKU-003,Demo product 3,1,125000,2026/05/02 00:00:00,Completed,0,112500,12500,
TT000002,DEMO-SKU-002,Demo product 2,1,101000,2026/05/07 00:00:00,Completed,0,95950,5050,
TT000002,DEMO-SKU-003,Demo product 3,1,55000,2026/05/07 00:00:00,Completed,0,55000,0,
TT000003,DEMO-SKU-003,Demo product 3,1,84000,2026/04/21 00:00:00,Completed,0,84000,0,
TT000003,DEMO-SKU-004,Demo product 4,3,138000,2026/04/21 00:00:00,Completed,0,414000,0,
TT000004,DEMO-SKU-004,Demo product 4,1,240000,2026/05/11 00:00:00,Completed,0,216000,24000,
TT000004,DEMO-SKU-005,Demo product 5,2,199000,2026/05/11 00:00:00,Completed,0,358200,39800,
TT000005,DEMO-SKU-005,Demo product 5,2,264000,2026/05/02 00:00:00,Completed,0,528000,0,
TT000005,DEMO-SKU-006,Demo product 6,1,394000,2026/05/02 00:00:00,Completed,0,374300,19700,
TT000006,DEMO-SKU-006,Demo product 6,2,254000,2026/05/08 00:00:00,Completed,0,482600,25400,
TT000006,DEMO-SKU-007,Demo product 7,3,370000,2026/05/08 00:00:00,Completed,0,1110000,0,
TT000007,DEMO-SKU-007,Demo product 7,3,307000,2026/05/03 00:00:00,Completed,0,828900,92100,
TT000008,DEMO-SKU-008,Demo product 8,2,354000,2026/04/18 00:00:00,Completed,0,672600,35400,
TT000008,DEMO-SKU-009,Demo product 9,1,243000,2026/04/18 00:00:00,Completed,0,243000,0,
TT000008,DEMO-SKU-010,Demo product 10,2,305000,2026/04/18 00:00:00,Completed,0,549000,61000,
TT000009,DEMO-SKU-009,Demo product 9,3,143000,2026/05/12 00:00:00,Completed,0,407550,21450,
TT000009,DEMO-SKU-010,Demo product 10,2,288000,2026/05/12 00:00:00,Completed,0,576000,0,
TT000009,DEMO-SKU-011,Demo product 11,3,93000,2026/05/12 00:00:00,Completed,0,251100,27900,
TT000010,DEMO-SKU-010,Demo product 10,2,129000,2026/05/13 00:00:00,Completed,0,232200,25800,
TT000010,DEMO-SKU-011,Demo product 11,2,382000,2026/05/13 00:00:00,Completed,0,725800,38200,
TT000011,DEMO-SKU-011,Demo product 11,3,135000,2026/05/06 00:00:00,Completed,0,384750,20250,
TT000011,DEMO-SKU-000,Demo product 0,1,79000,2026/05/06 00:00:00,Completed,0,71100,7900,
TT000011,DEMO-SKU-001,Demo product 1,1,185000,2026/05/06 00:00:00,Completed,0,175750,9250,
TT000012,DEMO-SKU-000,Demo product 0,1,267000,2026/05/09 00:00:00,Completed,0,240300,26700,
TT000012,DEMO-SKU-001,Demo product 1,1,342000,2026/05/09 00:00:00,Completed,0,342000,0,
TT000012,DEMO-SKU-002,Demo product 2,1,279000,2026/05/09 00:00:00,Completed,0,279000,0,
TT000013,DEMO-SKU-001,Demo product 1,2,196000,2026/05/07 00:00:00,Completed,0,372400,19600,
TT000013,DEMO-SKU-002,Demo product 2,1,140000,2026/05/07 00:00:00,Completed,0,126000,14000,
TT000013,DEMO-SKU-003,Demo product 3,1,386000,2026/05/07 00:00:00,Completed,0,386000,0,
TT000014,DEMO-SKU-002,Demo product 2,3,78000,2026/05/10 00:00:00,Completed,0,234000,0,
TT000014,DEMO-SKU-003,Demo product 3,1,396000,2026/05/10 00:00:00,Completed,0,356400,39600,
TT000014,DEMO-SKU-004,Demo product 4,2,321000,2026/05/10 00:00:00,Completed,0,642000,0,
TT000015,DEMO-SKU-003,Demo product 3,2,140000,2026/05/09 00:00:00,Completed,0,280000,0,
TT000015,DEMO-SKU-004,Demo product 4,2,101000,2026/05/09 00:00:00,Completed,0,202000,0,
TT000016,DEMO-SKU-004,Demo product 4,3,220000,2026/05/10 00:00:00,Completed,0,627000,33000,
TT000016,DEMO-SKU-005,Demo product 5,2,181000,2026/05/10 00:00:00,Completed,0,325800,36200,
TT000017,DEMO-SKU-005,Demo product 5,2,254000,2026/05/01 00:00:00,Completed,0,482600,25400,
TT000017,DEMO-SKU-006,Demo product 6,3,66000,2026/05/01 00:00:00,Completed,0,178200,19800,
TT000017,DEMO-SKU-007,Demo product 7,3,85000,2026/05/01 00:00:00,Completed,0,229500,25500,
TT000018,DEMO-SKU-006,Demo product 6,1,139000,2026/05/04 00:00:00,Completed,0,139000,0,
TT000018,DEMO-SKU-007,Demo product 7,3,315000,2026/05/04 00:00:00,Completed,0,945000,0,
TT000018,DEMO-SKU-008,Demo product 8,3,254000,2026/05/04 00:00:00,Completed,0,723900,38100,
TT000019,DEMO-SKU-007,Demo product 7,1,261000,2026/05/08 00:00:00,Completed,0,247950,13050,
TT000019,DEMO-SKU-008,Demo product 8,2,383000,2026/05/08 00:00:00,Completed,0,689400,76600,
TT000020,DEMO-SKU-008,Demo product 8,1,327000,2026/04/22 00:00:00,Completed,0,294300,32700,
TT000021,DEMO-SKU-009,Demo product 9,1,354000,2026/05/06 00:00:00,Completed,0,354000,0,
TT000021,DEMO-SKU-010,Demo product 10,2,177000,2026/05/06 00:00:00,Completed,0,318600,35400,
TT000021,DEMO-SKU-011,Demo product 11,1,386000,2026/05/06 00:00:00,Completed,0,347400,38600,
TT000022,DEMO-SKU-010,Demo product 10,1,333000,2026/05/01 00:00:00,Completed,0,333000,0,
